location,Item,Brand,Model,Category,Status,Owner,Quantity,Serial number,Description,Notes
LA,APUTURE DOME #2,Aputure,DOME,Lighting,Needs Repair,BMC,1,N/A,MAGIC FULL DIFF CLOTH - 1/4 DIFF CLOTH- GRID,
LA,APUTURE F10 #1,Aputure,F10 BARNDOOR,Lighting,Good,BMC,1,6hu00yy13900,,
LA,APUTURE F10 #2,Aputure,F10 BARNDOOR,Lighting,Good,BMC,1,6Hu02m35581,,
LA,APUTURE FRESNEL LENS #1,Aputure,FRESNEL LENS,Lighting,Good,BMC,1,N/A,,barn doors
LA,APUTURE FRESNEL LENS #2,Aputure,FRESNEL LENS,Lighting,Good,BMC,1,N/A,,"barn doors "
LA,APUTURE LANTERN,Aputure,LANTERN,Lighting,Good,BMC,1,N/A,,
LA,APUTURE LENS 19° #1,Aputure,LENS 19°,Lighting,Good,BMC,1,6EC00F29491,,
LA,APUTURE LENS 19° #2,Aputure,LENS 19°,Lighting,Good,BMC,1,6EC00V29508,,
LA,APUTURE LENS 26°,Aputure,LENS 26°,Lighting,Good,BMC,1,N/A,,
LA,APUTURE LENS 36°,Aputure,LENS 36°,Lighting,Good,BMC,1,6EC00C18329,,
LA,APUTURE Spotlight Attatchements  36° #2,Aputure,Spotlight Attatchemtns,Lighting,Good,BMC,1,6ec00v18353,,
LA,APUTURE Spotlight Attatchements 36° #1,Aputure,Spotlight Attatchemtns,Lighting,Good,BMC,1,6dy02r50012,,
LA,Light Box 30120 001,Aputure,,Lighting,Missing,BMC,1,Light: 6et05V32798 | Ballast: 6et05u32482,,
LA,Light Box 30120 002,Aputure,,Lighting,Missing,BMC,1,Light: 6et05u32482 | Ballast: 6et05v32798,,
LA,Mini Lantern,Aputure,,Lighting,Missing,BMC,1,Light: 6et05x32760 | Ballast: 6et05g32224,,
LA,Space Light,Aputure,,Lighting,Missing,BMC,1,,,
LA,ASTERA CONTROL BOX,Astera,CONTROL BOX,Lighting,Good,BMC,1,025-0911853,,
LA,ASTERA RGB LED Tube Light  #1,Astera,Titan Tube RGB LED Tube Light,Lighting,Good,BMC,1,038-0523784,,
LA,ASTERA RGB LED Tube Light #2,Astera,RGB LED Tube Light,Lighting,Good,BMC,1,038-0523711,,
LA,ASTERA RGB LED Tube Light #3,Astera,RGB LED Tube Light,Lighting,Good,BMC,1,N/A,,
LA,ASTERA RGB LED Tube Light #4,Astera,RGB LED Tube Light,Lighting,Good,BMC,1,038-0523828,,
LA,ASTERA TITAN CHARGING CASE,Astera,TITAN CHARGING CASE,Lighting,Good,BMC,1,526-0300600,,
LA,Dracast 1x1 BI Color 1000 Pro #1,Dracast,1x1 BI Color 1000 Pro,Lighting,Missing,BMC,1,14082A01100034014101014,,"Given away/thrown out "
LA,Dracast 1x1 BI Color 1000 Pro #2,Drawcast,1x1 BI Color 1000 Pro,Lighting,Missing,BMC,1,14086A01100034014112039,,
LA,Kino Flo Freestyle 31 #1,Kino Flo,Freestyle 31,Lighting,Good,BMC,1,Ballast: L-3639 | Light: 3041,,
LA,Kino Flo Freestyle 31 #2,Kino Flo,Freestyle 31,Lighting,Good,BMC,1,Ballast: L-3645 | Light: 3038,,
LA,PopSpot Ultra 100 BiColor #1,PopSpot,Ultra 100 Bi-Color LED,Lighting,Missing,BMC,1,805000621,,given away
LA,PopSpot Ultra 100 BiColor #2,PopSpot,Ultra 100 Bi-Color LED,Lighting,Missing,BMC,1,N/A,,"given away "
LA,Source 4 750 26°,Source 4,750 26 angle,Lighting,Good,BMC,1,N/A,,
LA,Source 4 750 36°,Source 4,750 26 angle,Lighting,Good,BMC,1,7060A2004-K,,
LA,Mini Diva LED VLOCK #1,,Mini Diva LED VLOCK,Lighting,Missing,BMC,1,66k10hf1f19947,,
LA,Mini Diva LED VLOCK #2,,Mini Diva LED VLOCK,Lighting,Missing,BMC,1,66K10HF1F32947,,
LA,Godox QT1200IIM Flash Head,Godox,QT1200IIM Flash Head,Lighting - Photo,Good,BMC,1,0P2AH8553403RF,,
LA,Godox QT600IIM Flash Head #1,Godox,QT600IIM Flash Head,Lighting - Photo,Good,BMC,1,,,
LA,Godox QT600IIM Flash Head #2,Godox,QT600IIM Flash Head,Lighting - Photo,Good,BMC,1,,,
LA,Godox QT600IIM Flash Head #3,Godox,QT600IIM Flash Head,Lighting - Photo,Good,BMC,1,,,
LA,[LM] Universal Travel Pwr Adapter 004,EPICKA,TA-105,LM Misc Equipment,Missing,Liquid Media,1,,,
LA,[LM] G-Raid 4TB Drive - MetalGearRex,G-Raid,4TB Drive,LM Misc Equipment/Data,Missing,Liquid Media,1,4ZG7RYV,,
LA,[LM] G-Raid 8TB Drive - Motherbox,G-Raid,8TB Drive,LM Misc Equipment/Data,Missing,Liquid Media,1,B458E00353,Mavic,
LA,[LM] WD Passport - GrayFox,WD,Black Passport Drive,LM Misc Equipment/Data,Missing,Liquid Media,1,WX12A54YXRS,,
LA,[LM] 7-in-1 USB-C Hub,Ugreen,Revodok,LM Misc Equipment/Docks & Hubs,Missing,Liquid Media,1,,,
LA,[LM] SanDisk Extreme Pro 128GB 001,SanDisk,Extreme Pro,LM Misc Equipment/Memory Cards,Missing,Liquid Media,1,CQ0005628,,
LA,[LM] SanDisk Extreme Pro 128GB 002,SanDisk,Extreme Pro,LM Misc Equipment/Memory Cards,Missing,Liquid Media,1,,,
LA,[LM] SanDisk Extreme Pro 128GB 003,SanDisk,Extreme Pro,LM Misc Equipment/Memory Cards,Missing,Liquid Media,1,2312,,
LA,[LM] SanDisk Extreme Pro 128GB 004,SanDisk,Extreme Pro,LM Misc Equipment/Memory Cards,Missing,Liquid Media,1,2938,,
LA,[LM] SanDisk Extreme Pro 128GB 005,SanDisk,Extreme Pro,LM Misc Equipment/Memory Cards,Missing,Liquid Media,1,,,
LA,[LM] SanDisk Extreme Pro 128GB 006,SanDisk,Extreme Pro,LM Misc Equipment/Memory Cards,Missing,Liquid Media,1,,,
LA,[LM] SanDisk Extreme Pro 128GB 007,SanDisk,Extreme Pro,LM Misc Equipment/Memory Cards,Missing,Liquid Media,1,CR0120598,,
LA,[LM] SanDisk Extreme Pro 128GB 008,SanDisk,Extreme Pro,LM Misc Equipment/Memory Cards,Missing,Liquid Media,1,CR0028289,,
LA,[LM] SanDisk Extreme Pro 128GB 009,SanDisk,Extreme Pro,LM Misc Equipment/Memory Cards,Missing,Liquid Media,1,DU0103733,,
LA,[LM] SanDisk Extreme Pro 128GB 010,SanDisk,Extreme Pro,LM Misc Equipment/Memory Cards,Missing,Liquid Media,1,DU0103721,,
LA,[LM] SanDisk Extreme Pro 128GB 011,SanDisk,Extreme Pro,LM Misc Equipment/Memory Cards,Missing,Liquid Media,1,DU0017621,,
LA,[LM] SanDisk Extreme Pro 128GB 012,SanDisk,Extreme Pro,LM Misc Equipment/Memory Cards,Missing,Liquid Media,1,DC0001998,,
LA,[LM] SanDisk Extreme Pro 128GB 013,SanDisk,Extreme Pro,LM Misc Equipment/Memory Cards,Missing,Liquid Media,1,,,
LA,[LM] SanDisk Extreme Pro 128GB 014,SanDisk,Extreme Pro,LM Misc Equipment/Memory Cards,Missing,Liquid Media,1,0EMDF7G00D00EY,,
LA,[LM] SanDisk Extreme Pro 128GB 015,SanDisk,Extreme Pro,LM Misc Equipment/Memory Cards,Missing,Liquid Media,1,,,
LA,[LM] SanDisk Extreme Pro 128GB 016,SanDisk,Extreme Pro,LM Misc Equipment/Memory Cards,Missing,Liquid Media,1,,,
LA,[LM] 1TB SSD - LqdSnake,Crucial,1TB SSD,LM Misc Equipment/Portable SSDs,Missing,Liquid Media,1,N/A,,
LA,[LM] 1TB SSD - VCT,Crucial,1TB SSD,LM Misc Equipment/Portable SSDs,Missing,Liquid Media,1,N/A,,
LA,[LM] 4TB SSD - BigBoss,Crucial,MTXUG,LM Misc Equipment/Portable SSDs,Missing,Liquid Media,1,2450E8CF58B7,,
LA,[LM] 4TB SSD - Ocelot,Crucial,MTXUG,LM Misc Equipment/Portable SSDs,Missing,Liquid Media,1,2511EA97098C,,
LA,[LM] 4TB SSD - Raiden,Crucial,MTXUG,LM Misc Equipment/Portable SSDs,Missing,Liquid Media,1,2450E8CF58F9,,
LA,[LM] 4TB SSD - SolidSnake,Crucial,MTXUG,LM Misc Equipment/Portable SSDs,Missing,Liquid Media,1,SN2511EA97099F,,
LA,[LM] HP 1TB SSD - HBSC41531100327,HP,1TB SSD,LM Misc Equipment/Portable SSDs,Missing,Liquid Media,1,HBSC41531100327,,
LA,[LM] 2TB SSD - CAMMY,SanDisk,SDSSDE61-2T00,LM Misc Equipment/Portable SSDs,Missing,Liquid Media,1,252319402058,,
LA,[LM] 2TB SSD - ChunLi,SanDisk,SDSSDE61-2T00,LM Misc Equipment/Portable SSDs,Missing,Liquid Media,1,252319401065,,
LA,[LM] 2TB SSD - Ken,SanDisk,SDSSDE61-2T00,LM Misc Equipment/Portable SSDs,Missing,Liquid Media,1,252319403333,,
LA,[LM] 2TB SSD - Ryu,SanDisk,SDSSDE61-2T00,LM Misc Equipment/Portable SSDs,Missing,Liquid Media,1,252319402103,,
LA,[LM] 2TB SSD - ZANGIEF,SanDisk,SDSSDE61-2T00,LM Misc Equipment/Portable SSDs,Missing,Liquid Media,1,252319401540,,
LA,[LM] Universal Travel Pwr Adapter 001,EPICKA,TA-105,LM Misc Equipment/Power,Missing,Liquid Media,1,,,
LA,[LM] Universal Travel Pwr Adapter 002,EPICKA,TA-105,LM Misc Equipment/Power,Missing,Liquid Media,1,,,
LA,[LM] Universal Travel Pwr Adapter 003,EPICKA,TA-105,LM Misc Equipment/Power,Missing,Liquid Media,1,,,
LA,[LM] Universal Travel Pwr Adapter 005,EPICKA,TA-105,LM Misc Equipment/Power,Missing,Liquid Media,1,,,
LA,AirTag 001 - Bulbasaur,Apple,AirTag,LM Misc Equipment/Tracking,Missing,BMC,1,,,
LA,AirTag 002 - Ivysaur,Apple,AirTag,LM Misc Equipment/Tracking,Missing,BMC,1,,,
LA,AirTag 003 - Venusaur,Apple,AirTag,LM Misc Equipment/Tracking,Missing,BMC,1,,,
LA,AirTag 004 - Charmander,Apple,AirTag,LM Misc Equipment/Tracking,Missing,BMC,1,,,
LA,AirTag 005 - Charmeleon,Apple,AirTag,LM Misc Equipment/Tracking,Missing,BMC,1,,,
LA,AirTag 006 - Charizard,Apple,AirTag,LM Misc Equipment/Tracking,Missing,BMC,1,,,
LA,AirTag 007 - Squirtle,Apple,AirTag,LM Misc Equipment/Tracking,Missing,BMC,1,,,
LA,AirTag 008 - Wartortle,Apple,AirTag,LM Misc Equipment/Tracking,Missing,BMC,1,,,
LA,AirTag 009 - Blastoise,Apple,AirTag,LM Misc Equipment/Tracking,Missing,BMC,1,,,
LA,AirTag 010 - Caterpie,Apple,AirTag,LM Misc Equipment/Tracking,Missing,BMC,1,,,
LA,AirTag 011 - Metapod,Apple,AirTag,LM Misc Equipment/Tracking,Missing,BMC,1,,,
LA,AirTag 012 - Butterfree,Apple,AirTag,LM Misc Equipment/Tracking,Missing,BMC,1,,,
LA,[LM] RODE Interview GO,RODE,Interview GO,Microphones,Missing,Liquid Media,1,,RX100,
LA,Alienware AW2524HF Monitor [2],Alienware,AW2524HF,Monitors,Missing,BMC,1,CN-0RNR3K-QDC00-36G-07VL,,
LA,Atomos NINJA,Atomos,"NINJA 5""",Monitors,Good,BMC,1,K2A9NJ0150H53,,
LA,"Sumo 19"" SE HDR Monitor, Recorder, and Switcher",Atomos,Sumo,Monitors,Good,BMC,1,K149S9SE51C14,,
LA,"Lilliput 23.8"" 12G-SDI/HDMI Broadcast Studio Monitor (V-Mount)",Lilliput,"23.8"" 12G-SDI/HDMI Broadcast Studio Monitor (V-Mount)",Monitors,Missing,BMC,1,Q23A513410073,a few SDI ports are fried on it,
LA,Small HD 702 Touch [1],Small HD,702 Touch,Monitors,Good,BMC,1,72ES201280018,,
LA,Small HD 702 Touch [2],Small HD,702 Touch,Monitors,Needs Repair,BMC,1,72ES201210007,bottom screw stuck - needs fixing,
LA,Small HD Mini [1],Small HD,Small HD Mini,Monitors,Good,BMC,1,,,
LA,Small HD Mini [2],Small HD,Small HD Mini,Monitors,Good,BMC,1,,,
LA,[LM] SmallRig PT-30 Reverse-Folding Live Streaming Stand Kit 001,SmallRig,PT-30 Reverse-Folding Live Streaming Stand Kit,Recording Equipment,Missing,Liquid Media,1,54892776,,
LA,[LM] SmallRig PT-30 Reverse-Folding Live Streaming Stand Kit 002,SmallRig,PT-30 Reverse-Folding Live Streaming Stand Kit,Recording Equipment,Missing,Liquid Media,1,56159199,,
LA,ALIENWARE VMIX PC,Alienware,VMIX PC,Studio,Missing,BMC,1,N/A,,
LA,AV ACCESS HDMI EXTENDER,AV Access,HDMI EXTENDER,Studio,Missing,BMC,1,A21J0159,,
LA,BLACK MAGIC ULTRA STUDIO RECORDER 3G,Blackmagic,ULTRA STUDIO RECORDER 3G,Studio,Missing,BMC,1,9596986,,
LA,BLACK MAGIC ULTRA STUDIO RECORDER 3G,Blackmagic,ULTRA STUDIO RECORDER 3G,Studio,Missing,BMC,1,9596985,,
LA,Decimator Design MD-LX #1,Decimator Design,MD-LX,Studio,Missing,BMC,1,LXBMGCF2,,
LA,Decimator Design MD-LX #2,Decimator Design,MD-LX,Studio,Missing,BMC,1,LXBMGACK,,
LA,Decimator Design MD-LX #3,Decimator Design,MD-LX,Studio,Missing,BMC,1,LXAEG0N8,,
LA,Decimator Design MD-LX #4,Decimator Design,MD-LX,Studio,Missing,BMC,1,LXBMGCFZ,,
LA,DECKLINK MINI RECORDER,Decklink,MINI RECORDER,Studio,Missing,BMC,1,7673227,,
LA,ELGATO HD60,ELGATO,HD60,Studio,Missing,BMC,1,JX11L1A02903,,
LA,GENERIC HDMI TO SDI AUDIO,GENERIC,HDMI TO SDI AUDIO,Studio,Missing,BMC,1,0P2AH7453402DQ,Mavic,
LA,MACKIE HM-4,MACKIE,HM-4,Studio,Missing,BMC,1,204953000EBMP0593,GoPro,
LA,MAGWELL NDI TO HDMI,MAGWELL,NDI TO HDMI,Studio,Missing,BMC,1,B410220105342,,
LA,NEEWER X12 TELEPROMTER,NEEWER,X12,Studio,Missing,BMC,1,,,
LA,REI HDMI SPLITTER 1X2,REI,HDMI SPLITTER 1X2,Studio,Missing,BMC,1,,RX100,
LA,REI HDMI SPLITTER 1X2,REI,HDMI SPLITTER 1X2,Studio,Missing,BMC,1,,RX100,
LA,[LM] Benro Tripod,Benro,TSL08A,Tripods,Missing,Liquid Media,1,,,
LA,[LM] DJI OSMO Mobile 7P Smartphone Gimbal,DJI,OSMO Mobile 7P Smartphone Gimbal,Tripods,Missing,Liquid Media,1,95DVM251032023D3,,
LA,[LM] DJI OSMO Mobile 7P Smartphone Gimbal,DJI,OSMO Mobile 7P Smartphone Gimbal,Tripods,Missing,Liquid Media,1,95DVM25102201X4M,,
LA,[LM] Oben CQL-13 Compact Carbon Fiber Travel Tripod w/ Ball Head,Oben,CQL-13 Compact Carbon Fiber Travel Tripod w/ Ball Head,Tripods,Missing,Liquid Media,1,,,
LA,[LM] SmallRig ST30 One-Touch Deploy Selfie Stick Tripod (White) 001,SmallRig,ST30 One-Touch Deploy Selfie Stick Tripod (White),Tripods,Missing,Liquid Media,1,54859299,,
LA,[LM] SmallRig ST30 One-Touch Deploy Selfie Stick Tripod (White) 002,SmallRig,ST30 One-Touch Deploy Selfie Stick Tripod (White),Tripods,Missing,Liquid Media,1,52496093,,
LA,"Sony BP-U35 Battery ",Sony,BP-U35 Battery,Batteries,Good,BMC,1,20220821,,
LA,"Verical Camera Bracket ",wooden camera,"vertical bracket ",Camera Accessories,Good,BMC,1,,,
LA,boom mic,RODE,ntg-2,Audio/Audio Mics,Good,BMC,1,bm0333092,,
LA,Sennheiser e835,Sennheiser,e835,Audio/Audio Mics,Good,BMC,1,2099A-SKM1G9WE,,
LA,Sennheiser EKP-AVX,Sennheiser,EKP-AVX,Audio/Audio Lavs,Good,BMC,1,1193219118,,
LA,Sennheiser EKP-AVX,Sennheiser,EKP-AVX,Audio/Audio Lavs,Good,BMC,1,5054228054,,
LA,Sennheiser EKP-AVX,Sennheiser,EKP-AVX,,Good,BMC,1,10732117136,,
LA,Sennheiser EKP-AVX,Sennheiser,EKP-AVX,Audio/Audio Lavs,Good,BMC,1,5054227849,,
LA,Sennheiser EK 100 G4 Receiver,Sennheiser,EK 100 G4,Audio/Audio Lavs,Good,BMC,1,5373101245,,
LA,Sennheiser EKP-AVX,Sennheiser,EKP AVX,Audio/Audio Lavs,Good,BMC,1,1073217136,,
LA,Sennheiser SK 100 G4 Transmitter,Sennheiser,SK 100 G4,Audio/Audio Lavs,Good,BMC,1,4069009686,,
LA,Sennheiser SK 100 G4 Transmitter,Sennheiser,"SK 100 G4 ",Audio/Audio Lavs,Good,BMC,1,4199041254,,
LA,Alienware AW2524HF Monitor [1],Alienware,AW2524HF,Monitors,Good,BMC,1,CN-0RNR3K-QDC00-36G-080L,,Evan is probably taking
LA,Alienware AW2725QF Monitor,Alienware,AW2725QF,Monitors,Good,BMC,1,CN-0NDCCJ-WSL00-471-ERTL,,
LA,Alienware AW2524H Monitor,Alienware,AW2524H,Monitors,Good,BMC,1,CN-0T0MDG-QDC00-2CM-06KL,,Ben is probably taking
LA,Countryman,Countryman,B3 3.5mm Connector,Microphones,Good,BMC,1,52502107,,
LA,Countryman,Countryman,B3 3.5mm Connector,Microphones,Missing,BMC,1,52523406,,
LA,Countryman,Countryman,B3 3.5mm Connector,Microphones,Good,BMC,1,52528903,,
LA,Tentacle Track E,Tentacle Sync,Track E,Audio/Audio Recorders,Good,BMC,1,240403221243,,
LA,Alienware 2525HM Monitor,Alienware,AW2525HM,Monitors,Good,BMC,1,CN-01XNK1-WSL00-54H-223U,,
LA,Alienware AW2725Q Monitor [1],Alienware,AW2725Q,Monitors,Good,BMC,1,CN-0NY3HT-QDC00-51G-067S,,
LA,Alienware AW2725Q Monitor [2],Alienware,AW2725Q,Monitors,Good,BMC,1,CN-0NY3HT-QDC00-52F-0JIS,,
LA,Alienware AW3225QF Monitor,Alienware,AW3225QF,Monitors,Good,BMC,1,CN-0V3C69-QDC00-3C4-05BS,,
LA,Rode Wireless go II Mic 1,Rode,Wireless go II,,Good,BMC,1,HG0100418,,
LA,Rode Wireless go II Mic 2,Rode,Wireless go II,,Good,BMC,1,HI0100418,,
LA,Rode Wireless go II,Rode,Wireless go II,Audio/Audio Mics,Good,BMC,1,HF0100418,,
LA,AKG K240 STUDIO,AKG,K240 STUDIO,Headphones,Good,BMC,1,,,
LA,"ShuttleXpress Prompter Wheel ",Contour,ShuttleXpress,Studio,Good,BMC,1,229697,,
LA,360 Cam,Insta360,X4,Cameras,Good,BMC,1,IBMEA2408R45VC,,
LA,"Battery ",GoPro,SPBL1B-C,Batteries,Good,BMC,1,,,
LA,"Battery ",Insta360,Insta360 battery,Batteries,Good,BMC,1,bt4at24076a8pxk86sry3,,
LA,Alienware m16 R2 Laptop,Alienware,m16 R2,Product,Good,BMC,1,C0FLS0F,,Inside the Giant Laptop with Alex Corea
LA,godox Wireless Flash Receiver,Godox,X1T,Lighting - Photo,Good,BMC,1,8110A,,
LA,Alienware 16 Area 51 Laptop,Alienware,AA16250,Product,Good,BMC,1,2S4PVT3,,
LA,Alienware Aurora ACT1250 PC,Alienware,ACT1250,Product,Good,BMC,1,FB6B794,PC Tower / Computer,
LA,"Light ",ZHIYUN,Molus,Lighting,Good,BMC,1,8ff08b0c3120098,,
LA,Alienware Pro Wireless Keyboard [1],Alienware,PRO-KB,Product,Good,BMC,1,CN-0R987V-CH400-39K-007A-X30,White,LM-P3-335
LA,Alienware Pro Wireless Keyboard [2],Alienware,PRO-KB,Product,Good,BMC,1,CN-0R987V-CH400-4BI-003K-A04,White,In plastic wrap
LA,Alienware Pro Wireless Keyboard [3],Alienware,PRO-KB,Product,Good,BMC,1,CN-0R987V-CH400-3CD-00LB-A00,White,BMC PRO-K #14
LA,Alienware Pro Wireless Keyboard [4],Alienware,PRO-KB,Product,Good,BMC,1,CN-0R987V-CH400-3BN-005L-X30,White,BMC PRO-K #04
LA,Alienware Pro Wireless Keyboard [5],Alienware,PRO-KB,Product,Good,BMC,1,CN-0R987V-CH400-39K-0003-X30,Black,LM-P3-087
LA,Alienware Pro Wireless Keyboard [6],Alienware,PRO-KB,Product,Good,BMC,1,CN-0R987V-CH400-3CG-01UJ-A00,Black,BMC PRO-K #09
LA,Alienware Pro Wireless Keyboard [7],Alienware,PRO-KB,Product,Good,BMC,1,CN-0R987V-CH400-39K-000N-X30,Black,LM-P3-133
LA,"Sony BP-U35 Battery ",Sony," BP-U35 Battery ",Batteries,Good,BMC,1,20240905,,
LA,Alienware Pro Wireless Keyboard [8],Alienware,PRO-KB,Product,Usable,BMC,1,CN-0R987V-CH400-39K-007B-X30,White,BMC PRO-K #05 (NO DONGLE)
LA,Alienware Pro Wireless Keyboard [9],Alienware,PRO-KB,Product,Good,BMC,1,CN-0R987V-CH400-39K-007E-X30,White,BMC PRO-K #07
LA,Alienware Pro Wireless Keyboard [10],Alienware,PRO-KB,Product,Good,BMC,1,CN-0R987V-CH400-4AT-00IE-A02,Black,In plastic wrap
LA,Alienware Pro Wireless Keyboard [11],Alienware,PRO-KB,Product,Good,BMC,1,CN-0R987V-CH400-499-007P-A02,White,
LA,Alienware Pro Wireless Mouse [1],Alienware,PRO-MS,Product,Good,BMC,1,CN-0584RN-CH400-39k-011M-X30,Black,BMC PRO-M #07
LA,Alienware Pro Wireless Mouse [2],Alienware,PRO-MS,Product,Good,BMC,1,CN-0584RN-CH400-3CD-18QM-A00,Black,BMC PRO-M #16
LA,Alienware Pro Wireless Mouse [3],Alienware,PRO-MS,Product,Good,BMC,1,CN-0584RN-CH400-3CD-18YM-A00,Black,BMC PRO-M #13
LA,Alienware Pro Wireless Mouse [4],Alienware,PRO-MS,Product,Good,BMC,1,CN-05MRYJ-CH400-39K-078M-X30,White,BMC PRO-M #04
LA,Alienware Pro Wireless Mouse [5],Alienware,PRO-MS,Product,Usable,BMC,1,CN-05MRYJ-CH400-3CD-0ZMM-A00,White,"(NO CASE, NO DONGLE)BMC PRO-M #14"
LA,Alienware Pro Wireless Mouse [6],Alienware,PRO-MS,Product,Usable,BMC,1,CN-05MRYJ-CH400-499-063M-A04,White,"(NO CASE, NO DONGLE) BMC PRO-M #02"
LA,Alienware Pro Wireless Mouse [7],Alienware,PRO-MS,Product,Usable,BMC,1,CN-05MRYJ-CH400-3BN-0CTM-X30,White,(NO DONGLE) BMC PRO-M #05
LA,Alienware Pro Wireless Mouse [8],Alienware,PRO-MS,Product,Good,BMC,1,CN-05MRYJ-CH400-499-0A4M-A04,White,BMC PRO-M #13
LA,Bp-u100,Jupio,proline bp-u100,Batteries,Good,BMC,1,BSO0013,,
LA,"Kastar BP-U60 Battery ",Kastar,bpu-60,Batteries,Good,BMC,1,,,
LA,SmallRig NP-F970,SmallRig,NP-F970,Batteries,Good,BMC,1,,,
LA,Atombat NP-F750,Atomos,NP-F750,Batteries,Good,BMC,1,,,
LA,"Wireless Pro ",Rode,wireless pro transmitter,Audio/Audio Lavs,Good,BMC,1,JI0206972,,
LA,Wireless Pro,Rode,Wireless Pro Mic 1,Audio/Audio Lavs,Good,BMC,1,JK0206972,,
LA,"Wireless Pro ",Rode,Wireless Pro Mic 2,Audio/Audio Lavs,Good,BMC,1,JJ0206972,,
LA,Battery charger Atomos,Atomos,l series charger,Battery Chargers,Good,BMC,1,K499FBC50E56,,
LA,Fx3 Top Handle,Sony,Fx3 Top Handle,Camera Accessories,Good,BMC,3,,,
LA,Pocket 3,DJI,pocket 3,Cameras,Good,BMC,1,5WTZM7K0024V2R,,
LA,Boom Mic,Rode,"NTG ",,Good,BMC,1,FW0038390,,
LA,Shure Movie mic 1,Shure,Movie Mic transmitter,Audio/Audio Lavs,Good,BMC,1,,,
LA,Shure Movie mic 2,Shure,Movie Mic transmitter,Audio/Audio Lavs,Good,BMC,1,,,
LA,512gb MicroSD,SanDisk,512gb MicroSD v30,Camera Accessories/Camera Media,Good,BMC,1,,,
LA,microSD 32GB,Delkin,32gb MicroSD,Camera Accessories/Camera Media,Good,BMC,1,,,
LA,"128gb SD 95mb ",PNY,128gb elitme performance,,Good,BMC,1,,,
LA,SanDisk 128gb #15,SanDisk,128gb v90,Camera Accessories/Camera Media,Good,BMC,1,2448TPDN004147643,,
LA,SanDisk 128gb #16,SanDisk,128gb v90,Camera Accessories/Camera Media,Good,BMC,1,2448TPDN004147643,,
LA,Alienware Pro Headset [1],Alienware,PRO-HS,Product,Good,BMC,1,CN-09K2M1-MYH8Y-496-0057-A00,White,
LA,Alienware Pro Headset [2],Alienware,PRO-HS,Product,Good,BMC,1,CN-0N6YJD-MYH8Y-51D-0392-A02,Black,
LA,Alienware Pro Headset [3],Alienware,PRO-HS,Product,Usable,BMC,1,CN-09K2M1-MYH8Y-44O-0080-X02,White,"(MISSING DONGLE) BMC PRO-H #3 "
LA,Alienware Pro Headset [4],Alienware,PRO-HS,Product,Good,BMC,1,CN-0N6YJD-MYH8Y-51D-03US-A02,Black,
LA,Alienware Pro Headset [5],Alienware,PRO-HS,Product,Missing,BMC,1,CN-09K2M1-MYH8Y-47I-04X2-A00,White,(HEADSET MISSING FROM BOX)
LA,Alienware Pro Headset [6],Alienware,PRO-HS,Product,Missing,BMC,1,CN-09K2M1-MYH8Y-44O-007K-X02,White,(HEADSET MISSING FROM BOX) BMC PRO-H #6
LA,Alienware Pro Headset [7],Alienware,PRO-HS,Product,Missing,BMC,1,CN-09K2M1-MYH8Y-44O-0050-X02,White,(HEADSET MISSING FROM BOX) BMC PRO-H #4
LA,Alienware Pro Headset [8],Alienware,PRO-HS,Product,Missing,BMC,1,CN-09K2M1-MYH8Y-496-004I-A00,White,(HEADSET MISSING FROM BOX)
LA,Alienware Pro Headset [9],Alienware,PRO-HS,Product,Missing,BMC,1,CN-09K2M1-MYH8Y-44O-004T-X02,White,(HEADSET MISSING FROM BOX) BMC PRO-H #7
LA,Alienware 720H Headset [1],Alienware,AW720H,Product,Good,BMC,1,CN-0G85Y7-MYH8Y-39F-00K5-A01,Black,BMC H #03
LA,Alienware 720H Headset [2],Alienware,AW720H,Product,Usable,BMC,1,CN-0G85Y7-MYH8Y-39F-00JI-A01,Black,(NO DONGLE) BMC H #04
LA,Alienware 720H Headset [3],Alienware,AW720H,Product,Usable,BMC,1,CN-0G85Y7-MYH8Y-39F-00AQ-A01,Black,(NO DONGLE) BMC H #01
LA,Alienware 720H Headset [4],Alienware,AW720H,Product,Good,BMC,1,CN-0G85Y7-MYH8Y-39F-000Z-A01,Black,BMC H #02
LA,Alienware 720H Headset [5],Alienware,AW720H,Product,Good,BMC,1,CN-0G85Y7-MYH8Y-3BO-02ZG-A03,Black,BMC H #09
LA,Alienware 720H Headset [6],Alienware,AW720H,Product,Usable,BMC,1,CN-067R5G-MYH8Y-3BO-02UC-A03,White,(NO DONGLE) BMC H #07
LA,Alienware 720H Headset [7],Alienware,AW720H,Product,Good,BMC,1,CN-067R5G-MYH8Y-3BO-02RN-A03,White,BMC H #10
BR,Aputure Amaran COB 200d,Amaran,COB 200d 211190615,Lighting,Missing,BMC,1,,,
BR,Aputure Amaran COB 200d - Daylight LED Monolight,Amaran,COB 200d 211190615,Lighting,Missing,BMC,1,,,
BR,Aputure Amaran Light Dome Mini SE - Softbox,Amaran,Light Dome Mini SE,Equipment,Missing,BMC,1,,,
BR,Aputure Amaran Light Dome Mini SE - Softbox,Amaran,Light Dome Mini SE,Equipment,Missing,BMC,1,,,
BR,Spotilight SE 36º,Amaran,Amaran Spotilight SE,Lighting - Photo,Missing,BMC,1,,,
